completionCode,trialNum,itemNum,condition,Value,sentence,conj1,conj2,ratingRT,is_sa,rating,suffix
CO695316,18,17,X-li-and-Y-li,oldukça iyi,Eylül kamp yaparken tepeli ve nehirli bir alan seçti.,tepe,nehir,4530,0,6,-lI
CO695316,24,21,X-lik-and-Y-lik,kötü,Mertcan dün akşam abilik ve ablalık bir hediye aldı.,abi,abla,6118,0,2,-lIk
CO695316,30,31,X-siz-and-Y-siz,oldukça iyi,Tülay sonbahar koleksiyonu için gömleksiz ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,4883,0,6,-sIz
CO695316,36,28,X-and-Y-ci,kötü,Yasemin mezuniyetinden önce doktor ve avukatçı bir derneğe katıldı.,avukat,doktor,8406,1,2,-cI
CO695316,39,3,X-ci-and-Y-ci,oldukça iyi,Leyla eski çarşıda atkıcı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,4742,0,6,-cI
CO695316,45,11,X-ci-and-Y-ci,kötü sayılır,Ahmet yabancı bir üniversitede bilimci ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,8178,0,3,-cI
CO695316,48,8,X-and-Y-siz,oldukça iyi,Selin tamir için kapı ve penceresiz bir atölye tasarlamış.,kapı,pencere,5265,1,6,-sIz
CO695316,51,14,X-and-Y-lik,oldukça kötü,Elif takım oyununda fare ve aslanlık bir sembol seçti.,fare,aslan,6986,1,1,-lIk
CO695316,57,2,X-and-Y-li,oldukça iyi,Ömer yeni evine masa ve sandalyeli bir yemek odası kurdu.,masa,sandalye,3941,1,6,-lI
CO695316,63,26,X-and-Y-li,oldukça iyi,Sinan gece yarısı hayalet ve canavarlı bir hikâye okudu.,hayalet,canavar,3225,1,6,-lI
CO695316,66,15,X-siz-and-Y-siz,oldukça iyi,Deniz misafir beklerken sürahisiz ve bardaksız bir sofra kurdu.,sürahi,bardak,3975,0,6,-sIz
CO695316,69,19,X-ci-and-Y-ci,oldukça iyi,Zühre son yolculukta gececi ve gündüzcü bir rehberle tanıştı.,gece,gündüz,5375,0,6,-cI
CO695316,72,7,X-siz-and-Y-siz,oldukça iyi,Dilek çeyiz alşverişi için battaniyesiz ve halısız bir paket seçmiş.,battaniye,halı,4070,0,6,-sIz
CO695316,78,30,X-and-Y-lik,iyi sayılır,Asuman dergi yazısı için düğün ve cenazelik bir tema belirledi.,cenaze,düğün,7387,1,4,-lIk
CO695316,81,29,X-lik-and-Y-lik,kötü sayılır,Melis çocuk kitabı için ejderhalık ve perilik bir seri başlatmayı düşündü.,ejderha,peri,7493,0,3,-lIk
CO695316,84,6,X-and-Y-lik,oldukça iyi,Ali diyetteyken muz ve havuçluk bir saklama kabı almıştı.,muz,havuç,7609,1,6,-lIk
CO695316,90,25,X-li-and-Y-li,kötü sayılır,İzel toplantı sırasında burunlu ve boyunlu bir maske inceledi.,burun,boyun,5590,0,3,-lI
CO695316,93,32,X-and-Y-siz,kötü,Aydan restorasyon projesi için taban ve tavansız bir oda düşündü.,taban,tavan,8782,1,2,-sIz
CO695316,96,9,X-li-and-Y-li,iyi,Zeynep bu hafta anneli ve babalı bir toplantıya katıldı.,anne,baba,5083,0,5,-lI
CO448745,5,24,X-and-Y-lik,oldukça kötü,Neval ders çalışırken göz ve kulaklık bir kutu açtı.,göz,kulak,6043,1,1,-lIk
CO448745,8,19,X-li-and-Y-li,iyi sayılır,Zühre son yolculukta geceli ve gündüzlü bir seyahat planı hazırladı.,gece,gündüz,5629,0,4,-lI
CO448745,11,22,X-and-Y-ci,oldukça kötü,Yankı geçen yaz at ve balıkçı bir işletme sahibiyle tanıştı.,at,balık,6549,1,1,-cI
CO448745,14,31,X-lik-and-Y-lik,iyi sayılır,Tülay sonbahar koleksiyonu için gömleklik ve pantolonluk bir kumaş sipariş etti.,gömlek,pantolon,4875,0,4,-lIk
CO448745,17,15,X-lik-and-Y-lik,iyi,Deniz misafir beklerken sürahilik ve bardaklık bir raf yaptırdı.,sürahi,bardak,6848,0,5,-lIk
CO448745,20,30,X-and-Y-ci,oldukça kötü,Asuman dergi yazısı için düğün ve cenazeci bir fotoğrafçıyla anlaştı.,cenaze,düğün,5487,1,1,-cI
CO448745,23,27,X-li-and-Y-li,iyi sayılır,Baran araştırması için ormanlı ve çöllü bir harita inceledi.,orman,çöl,5056,0,4,-lI
CO448745,26,32,X-and-Y-lik,iyi,Aydan restorasyon projesi için taban ve tavanlık bir malzeme seçti.,taban,tavan,5559,1,5,-lIk
CO448745,29,11,X-li-and-Y-li,oldukça kötü,Ahmet yabancı bir üniversitede bilimli ve teknolojili bir eğitim sistemi savundu.,bilim,teknoloji,5034,0,1,-lI
CO448745,32,3,X-li-and-Y-li,iyi sayılır,Leyla eski çarşıda atkılı ve şapkalı bir ünlüyle karşılaşmış.,atkı,şapka,3655,0,4,-lI
CO448745,38,16,X-and-Y-lik,kötü sayılır,Okan üniversite yıllarında çiftlik ve fabrikalık bir proje sundu.,çiftlik,fabrika,7631,1,3,-lIk
CO448745,41,26,X-and-Y-siz,iyi,Sinan gece yarısı hayalet ve canavarsız bir film izledi.,hayalet,canavar,6637,1,5,-sIz
CO448745,44,18,X-and-Y-siz,kötü,Nevzat genç bir stajyerken okul ve camisiz bir projeye destek verdi.,okul,cami,5157,1,2,-sIz
CO448745,47,2,X-and-Y-siz,iyi sayılır,Ömer yeni evine masa ve sandalyesiz bir mobilya takımı aldı.,masa,sandalye,8779,1,4,-sIz
CO448745,50,23,X-lik-and-Y-lik,iyi,Jale geçen hafta çatallık ve bıçaklık bir dolap aldı.,çatal,bıçak,5268,0,5,-lIk
CO448745,53,1,X-siz-and-Y-siz,iyi,Emel geçen haftasonu çorapsız ve ayakkabısız bir yoga eğitimi aldı.,çorap,ayakkabı,5140,0,5,-sIz
CO448745,56,6,X-and-Y-ci,kötü,Ali diyetteyken muz ve havuççu bir tezgahtara uğrardı.,muz,havuç,6106,1,2,-cI
CO448745,59,8,X-and-Y-lik,iyi sayılır,Selin tamir için kapı ve pencerelik bir desen seçmiş.,kapı,pencere,4083,1,4,-lIk
CO448745,62,14,X-and-Y-ci,kötü,Elif gençlik yıllarında fare ve aslancı bir hikaye yazdı.,fare,aslan,3977,1,2,-cI
CO448745,65,21,X-ci-and-Y-ci,oldukça kötü,Mertcan dün akşam abici ve ablacı bir komşu çocuğuna baktı.,abi,abla,6980,0,1,-cI
CO448745,68,12,X-and-Y-li,oldukça iyi,Merve yaz tatilinde ev ve bahçeli bir tatil köyünü ziyaret etti.,ev,bahçe,7292,1,6,-lI
CO448745,71,20,X-and-Y-li,kötü sayılır,Fehime düğünden önce büyükanne ve dedeli bir aile hayatını irdeledi.,büyükanne,dede,6121,1,3,-lI
CO448745,74,5,X-ci-and-Y-ci,oldukça kötü,Ece yılbaşı için tablocu ve vazocu bir dükkana uğradı.,tablo,vazo,3536,0,1,-cI
CO448745,77,10,X-and-Y-siz,iyi,Ali uzun zamandır kedi ve köpeksiz bir apartmanda yaşıyor.,kedi,köpek,3418,1,5,-sIz
CO448745,80,29,X-ci-and-Y-ci,kötü,Melis çocuk kitabı için ejderhacı ve perici bir illüstratörle çalıştı.,ejderha,peri,4224,0,2,-cI
CO448745,83,13,X-ci-and-Y-ci,kötü,Emin geçen tatilde şehirci ve köycü bir yazarın kitabını okudu.,şehir,köy,4512,0,2,-cI
CO448745,86,9,X-siz-and-Y-siz,kötü,Zeynep yıllar önce annesiz ve babasız bir çocukluk geçirdi.,anne,baba,4758,0,2,-sIz
CO448745,89,25,X-siz-and-Y-siz,iyi,İzel toplantı sırasında burunsuz ve boyunsuz bir mumya fotoğrafı gösterdi.,burun,boyun,6299,0,5,-sIz
CO448745,92,4,X-and-Y-li,oldukça iyi,Burak tatlı için limon ve portakallı bir tarif bulmuş.,limon,portakal,5646,1,6,-lI
CO448745,95,7,X-lik-and-Y-lik,kötü sayılır,Dilek çeyiz alşverişi için battaniyelik ve halılık bir indirim bulmuş.,battaniye,halı,3724,0,3,-lIk
CO202632,2,2,X-siz-and-Y-siz,oldukça iyi,Ömer yeni evine masasız ve sandalyesiz bir mobilya takımı aldı.,masa,sandalye,9890,0,6,-sIz
CO202632,8,8,X-lik-and-Y-lik,iyi sayılır,Selin tamir için kapılık ve pencerelik bir desen seçmiş.,kapı,pencere,7991,0,4,-lIk
CO202632,11,26,X-siz-and-Y-siz,iyi sayılır,Sinan gece yarısı hayaletsiz ve canavarsız bir film izledi.,hayalet,canavar,6325,0,4,-sIz
CO202632,14,18,X-siz-and-Y-siz,iyi,Nevzat genç bir stajyerken okulsuz ve camisiz bir projeye destek verdi.,okul,cami,9381,0,5,-sIz
CO202632,17,24,X-lik-and-Y-lik,kötü,Neval ders çalışırken gözlük ve kulaklık bir kutu açtı.,göz,kulak,4466,0,2,-lIk
CO202632,20,5,X-and-Y-li,iyi sayılır,Ece yılbaşı için tablo ve vazolu bir masa aldı.,tablo,vazo,6260,1,4,-lI
CO202632,23,17,X-and-Y-lik,iyi sayılır,Eylül kamp yaparken tepe ve nehirlik bir arazi satın aldı.,tepe,nehir,8349,1,4,-lIk
CO202632,26,28,X-li-and-Y-li,iyi sayılır,Yasemin mezuniyetinden önce doktorlu ve avukatlı bir skeç yazdı.,avukat,doktor,6364,0,4,-lI
CO202632,32,31,X-and-Y-ci,kötü,Tülay sonbahar koleksiyonu için gömlek ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,7337,1,2,-cI
CO202632,35,30,X-ci-and-Y-ci,kötü,Asuman dergi yazısı için düğüncü ve cenazeci bir fotoğrafçıyla anlaştı.,cenaze,düğün,7307,0,2,-cI
CO202632,38,9,X-and-Y-lik,kötü,Zeynep yıllar önce anne ve babalık bir görev üstlendi.,anne,baba,4000,1,2,-lIk
CO202632,41,25,X-and-Y-lik,iyi sayılır,İzel toplantı sırasında burun ve boyunluk bir atkı ördü.,burun,boyun,7215,1,4,-lIk
CO202632,44,10,X-siz-and-Y-siz,oldukça iyi,Ali uzun zamandır kedisiz ve köpeksiz bir apartmanda yaşıyor.,kedi,köpek,5667,0,6,-sIz
CO202632,47,7,X-and-Y-ci,kötü sayılır,Dilek çeyiz alşverişi için battaniye ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,7703,1,3,-cI
CO202632,50,11,X-and-Y-siz,iyi,Ahmet yabancı bir üniversitede bilim ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,7688,1,5,-sIz
CO202632,56,29,X-and-Y-li,oldukça iyi,Melis çocuk kitabı için ejderha ve perili bir sahne tasarladı.,ejderha,peri,7695,1,6,-lI
CO202632,62,14,X-ci-and-Y-ci,kötü,Elif gençlik yıllarında fareci ve aslancı bir hikaye yazdı.,fare,aslan,5360,0,2,-cI
CO202632,65,3,X-and-Y-siz,oldukça iyi,Leyla eski çarşıda atkı ve şapkasız bir çocuğa acımış.,atkı,şapka,6979,1,6,-sIz
CO202632,68,4,X-li-and-Y-li,oldukça iyi,Burak tatlı için limonlu ve portakallı bir tarif bulmuş.,limon,portakal,5419,0,6,-lI
CO202632,71,13,X-and-Y-li,kötü sayılır,Emin geçen tatilde şehir ve köylü bir topluluk projesine katıldı.,şehir,köy,9904,1,3,-lI
CO202632,74,20,X-li-and-Y-li,iyi,Fehime düğünden önce büyükanneli ve dedeli bir aile hayatını irdeledi.,büyükanne,dede,7992,0,5,-lI
CO202632,77,16,X-lik-and-Y-lik,kötü,Okan üniversite yıllarında çiftliklik ve fabrikalık bir proje sundu.,çiftlik,fabrika,3488,0,2,-lIk
CO202632,80,6,X-ci-and-Y-ci,kötü,Ali diyetteyken muzcu ve havuççu bir tezgahtara uğrardı.,muz,havuç,2788,0,2,-cI
CO202632,83,1,X-and-Y-lik,iyi sayılır,Emel geçen haftasonu çorap ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,7408,1,4,-lIk
CO202632,89,23,X-and-Y-ci,kötü sayılır,Jale geçen hafta çatal ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,5234,1,3,-cI
CO202632,92,32,X-lik-and-Y-lik,iyi,Aydan restorasyon projesi için tabanlık ve tavanlık bir malzeme seçti.,taban,tavan,5467,0,5,-lIk
CO202632,95,27,X-and-Y-siz,kötü,Baran araştırması için orman ve çölsüz bir bölge seçti.,orman,çöl,8055,1,2,-sIz
CO16811,2,7,X-and-Y-li,oldukça iyi,Dilek çeyiz alşverişi için battaniye ve halılı bir paket seçmiş.,battaniye,halı,5127,1,6,-lI
CO16811,5,21,X-and-Y-siz,kötü sayılır,Mertcan dün akşam abi ve ablasız bir hayat düşündü.,abi,abla,9042,1,3,-sIz
CO16811,8,32,X-ci-and-Y-ci,iyi,Aydan restorasyon projesi için tabancı ve tavancı bir ustayla görüştü.,taban,tavan,7558,0,5,-cI
CO16811,14,13,X-and-Y-siz,oldukça kötü,Emin geçen tatilde şehir ve köysüz bir gezi yaptı.,şehir,köy,5829,1,1,-sIz
CO16811,17,12,X-siz-and-Y-siz,kötü,Merve yeni hayatında evsiz ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,7190,0,2,-sIz
CO16811,20,18,X-lik-and-Y-lik,iyi sayılır,Nevzat genç bir stajyerken okulluk ve camilik bir alanın korunmasını önerdi.,okul,cami,9438,0,4,-lIk
CO16811,23,3,X-and-Y-lik,iyi,Leyla eski çarşıda atkı ve şapkalık bir askı beğenmiş.,atkı,şapka,9453,1,5,-lIk
CO16811,26,28,X-siz-and-Y-siz,oldukça kötü,Yasemin mezuniyetinden önce doktorsuz ve avukatsız bir mizansen canlandırdı.,avukat,doktor,5573,0,1,-sIz
CO16811,29,22,X-li-and-Y-li,oldukça iyi,Yankı geçen yaz atlı ve balıklı bir tablo aldı.,at,balık,5291,0,6,-lI
CO16811,32,25,X-and-Y-ci,oldukça kötü,İzel toplantı sırasında burun ve boyuncu bir doktordan bahsetti.,burun,boyun,7370,1,1,-cI
CO16811,35,9,X-and-Y-ci,kötü,Zeynep bu hafta anne ve babacı bir yeğeniyle ilgilendi.,anne,baba,7514,1,2,-cI
CO16811,38,6,X-li-and-Y-li,iyi sayılır,Ali diyetteyken muzlu ve havuçlu bir kek yapardı.,muz,havuç,6301,0,4,-lI
CO16811,41,24,X-ci-and-Y-ci,kötü,Neval ders çalışırken gözcü ve kulakçı bir doktorla konuştu.,göz,kulak,6197,0,2,-cI
CO16811,44,5,X-and-Y-siz,kötü sayılır,Ece yılbaşı için tablo ve vazosuz bir masa seçti.,tablo,vazo,7223,1,3,-sIz
CO16811,47,16,X-ci-and-Y-ci,iyi,Okan üniversite yıllarında çiftlikçi ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,6590,0,5,-cI
CO16811,50,29,X-and-Y-siz,iyi,Melis çocuk kitabı için ejderha ve perisiz bir bölüm yazdı.,ejderha,peri,5447,1,5,-sIz
CO16811,53,11,X-and-Y-lik,kötü,Ahmet yabancı bir üniversitede bilim ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,6269,1,2,-lIk
CO16811,56,26,X-lik-and-Y-lik,kötü,Sinan gece yarısı hayaletlik ve canavarlık bir sahne tasarladı.,hayalet,canavar,4474,0,2,-lIk
CO16811,59,23,X-and-Y-li,kötü sayılır,Jale geçen hafta çatal ve bıçaklı bir masa kurdu.,çatal,bıçak,7692,1,3,-lI
CO16811,62,4,X-siz-and-Y-siz,oldukça iyi,Burak tatlı için limonsuz ve portakalsız bir tarif bulmuş.,limon,portakal,6088,0,6,-sIz
CO16811,65,20,X-siz-and-Y-siz,kötü,Fehime düğünden önce büyükannesiz ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,4846,0,2,-sIz
CO16811,68,1,X-and-Y-ci,iyi,Emel geçen haftasonu çorap ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,5316,1,5,-cI
CO16811,71,2,X-lik-and-Y-lik,iyi sayılır,Ömer yeni evine masalık ve sandalyelik bir renk seçti.,masa,sandalye,7635,0,4,-lIk
CO16811,74,27,X-and-Y-lik,kötü sayılır,Baran araştırması için orman ve çöllük bir alan çizdi.,orman,çöl,4891,1,3,-lIk
CO16811,77,31,X-and-Y-li,oldukça iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,6057,1,6,-lI
CO16811,80,8,X-ci-and-Y-ci,iyi sayılır,Selin tamir için kapıcı ve pencereci bir marangozla anlaşmış.,kapı,pencere,7445,0,4,-cI
CO16811,83,17,X-and-Y-ci,oldukça kötü,Eylül kamp yaparken tepe ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,6133,1,1,-cI
CO16811,89,19,X-and-Y-lik,kötü sayılır,Zühre son yolculukta gece ve gündüzlük bir program belirledi.,gece,gündüz,6508,1,3,-lIk
CO16811,92,15,X-and-Y-li,kötü,Deniz misafir beklerken sürahi ve bardaklı bir konsept hazırladı.,sürahi,bardak,6264,1,2,-lI
CO16811,95,10,X-lik-and-Y-lik,kötü sayılır,Ali yeni firmada kedilik ve köpeklik bir tasarım yaptı.,kedi,köpek,6328,0,3,-lIk
CO703295,12,21,X-li-and-Y-li,oldukça kötü,Mertcan dün akşam abili ve ablalı bir fotoğraf gösterdi.,abi,abla,7271,0,1,-lI
CO703295,15,25,X-lik-and-Y-lik,kötü,İzel toplantı sırasında burunluk ve boyunluk bir atkı ördü.,burun,boyun,8142,0,2,-lIk
CO703295,24,22,X-and-Y-li,iyi,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,7511,1,5,-lI
CO703295,27,10,X-and-Y-lik,oldukça kötü,Ali yeni firmada kedi ve köpeklik bir tasarım yaptı.,kedi,köpek,3998,1,1,-lIk
CO703295,36,2,X-and-Y-lik,kötü,Ömer yeni evine masa ve sandalyelik bir renk seçti.,masa,sandalye,8865,1,2,-lIk
CO703295,45,23,X-ci-and-Y-ci,iyi sayılır,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,8272,0,4,-cI
CO703295,48,12,X-and-Y-siz,oldukça kötü,Merve yeni hayatında ev ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,8341,1,1,-sIz
CO703295,51,4,X-and-Y-siz,iyi sayılır,Burak tatlı için limon ve portakalsız bir tarif bulmuş.,limon,portakal,9523,1,4,-sIz
CO703295,54,19,X-siz-and-Y-siz,oldukça kötü,Zühre son yolculukta gecesiz ve gündüzsüz bir tren yolculuğu önerdi.,gece,gündüz,6857,0,1,-sIz
CO703295,60,1,X-lik-and-Y-lik,oldukça kötü,Emel geçen haftasonu çoraplık ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,6814,0,1,-lIk
CO703295,63,29,X-li-and-Y-li,oldukça iyi,Melis çocuk kitabı için ejderhalı ve perili bir sahne tasarladı.,ejderha,peri,3931,0,6,-lI
CO703295,69,26,X-and-Y-lik,oldukça kötü,Sinan gece yarısı hayalet ve canavarlık bir sahne tasarladı.,hayalet,canavar,6185,1,1,-lIk
CO703295,75,24,X-and-Y-ci,oldukça kötü,Neval ders çalışırken göz ve kulakçı bir doktorla konuştu.,göz,kulak,5360,1,1,-cI
CO703295,78,9,X-lik-and-Y-lik,oldukça kötü,Zeynep yıllar önce annelik ve babalık bir görev üstlendi.,anne,baba,8983,0,1,-lIk
CO703295,81,5,X-li-and-Y-li,kötü,Ece yılbaşı için tablolu ve vazolu bir masa aldı.,tablo,vazo,7345,0,2,-lI
CO703295,84,16,X-and-Y-ci,oldukça kötü,Okan üniversite yıllarında çiftlik ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,9886,1,1,-cI
CO703295,90,17,X-lik-and-Y-lik,oldukça kötü,Eylül kamp yaparken tepelik ve nehirlik bir arazi satın aldı.,tepe,nehir,6152,0,1,-lIk
CO703295,93,28,X-and-Y-siz,kötü,Yasemin mezuniyetinden önce doktor ve avukatsız bir mizansen canlandırdı.,avukat,doktor,9891,1,2,-sIz
CO703295,96,11,X-siz-and-Y-siz,iyi sayılır,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,9422,0,4,-sIz
CO745806,5,4,X-and-Y-lik,kötü,Burak tatlı için limon ve portakallık bir tabak hazırlamış.,limon,portakal,4562,1,2,-lIk
CO745806,8,11,X-lik-and-Y-lik,kötü,Ahmet yabancı bir üniversitede bilimlik ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,8529,0,2,-lIk
CO745806,11,7,X-li-and-Y-li,iyi,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,8712,0,5,-lI
CO745806,14,16,X-and-Y-li,iyi sayılır,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,7118,1,4,-lI
CO745806,17,5,X-siz-and-Y-siz,kötü sayılır,Ece yılbaşı için tablosuz ve vazosuz bir masa seçti.,tablo,vazo,4857,0,3,-sIz
CO745806,20,1,X-ci-and-Y-ci,kötü sayılır,Emel geçen haftasonu çorapçı ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,7778,0,3,-cI
CO745806,23,29,X-siz-and-Y-siz,iyi,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,6516,0,5,-sIz
CO745806,29,9,X-ci-and-Y-ci,kötü,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,4488,0,2,-cI
CO745806,32,17,X-ci-and-Y-ci,kötü sayılır,Eylül kamp yaparken tepeci ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,5460,0,3,-cI
CO745806,35,22,X-and-Y-siz,kötü sayılır,Yankı geçen yaz at ve balıksız bir menü denedi.,at,balık,5872,1,3,-sIz
CO745806,38,21,X-siz-and-Y-siz,iyi,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,5535,0,5,-sIz
CO745806,41,25,X-ci-and-Y-ci,oldukça kötü,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,5577,0,1,-cI
CO745806,44,30,X-and-Y-siz,kötü,Asuman dergi yazısı için düğün ve cenazesiz bir program önerdi.,cenaze,düğün,5145,1,2,-sIz
CO745806,47,15,X-li-and-Y-li,iyi sayılır,Deniz misafir beklerken sürahili ve bardaklı bir konsept hazırladı.,sürahi,bardak,6672,0,4,-lI
CO745806,50,24,X-and-Y-li,kötü sayılır,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,7594,1,3,-lI
CO745806,53,26,X-and-Y-ci,oldukça kötü,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,3766,1,1,-cI
CO745806,56,28,X-and-Y-lik,kötü,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,5463,1,2,-lIk
CO745806,59,10,X-and-Y-ci,kötü,Ali her hafta kedi ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,5155,1,2,-cI
CO745806,65,6,X-and-Y-siz,iyi sayılır,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,4467,1,4,-sIz
CO745806,68,3,X-lik-and-Y-lik,kötü sayılır,Leyla eski çarşıda atkılık ve şapkalık bir askı beğenmiş.,atkı,şapka,5686,0,3,-lIk
CO745806,71,2,X-and-Y-ci,kötü sayılır,Ömer yeni evine masa ve sandalyeci bir usta getirdi.,masa,sandalye,4312,1,3,-cI
CO745806,74,14,X-and-Y-siz,iyi sayılır,Elif gençlik yıllarında fare ve aslansız bir oyun sahneledi.,fare,aslan,6350,1,4,-sIz
CO745806,77,27,X-lik-and-Y-lik,kötü sayılır,Baran araştırması için ormanlık ve çöllük bir alan çizdi.,orman,çöl,4829,0,3,-lIk
CO745806,80,32,X-and-Y-li,kötü,Aydan restorasyon projesi için taban ve tavanlı bir plan çizdi.,taban,tavan,6013,1,2,-lI
CO745806,83,8,X-and-Y-li,kötü,Selin tamir için kapı ve pencereli bir atölye tasarlamış.,kapı,pencere,5608,1,2,-lI
